medcode,READcode,Readterm,IHD,MI,Hypertension,AF,CVA,Diabetes,Iron_deficiency,Asthma,COPD,Cancer,Depression,Dementia
102949,B312000,malignant neoplasm of connective and soft tissue of hip,,,,,,,,,,1,,
44609,B306000,malignant neoplasm of ilium,,,,,,,,,,1,,
72500,ByuDB00,"[x]mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf",,,,,,,,,,1,,
5136,B911013,choriocarcinoma,,,,,,,,,,1,,
93665,Byu5300,"[x]kaposi's sarcoma, unspecified",,,,,,,,,,1,,
109782,B176.00,somatostatinoma of pancreas,,,,,,,,,,1,,
105797,B304100,malignant neoplasm of acromion,,,,,,,,,,1,,
112784,B810500,carcinoma in situ of cuneiform cartilage,,,,,,,,,,1,,
61803,B832.11,carcinoma in situ of body of uterus,,,,,,,,,,1,,
59041,B500000,malignant neoplasm of ciliary body,,,,,,,,,,1,,
12464,B62x200,peripheral t-cell lymphoma,,,,,,,,,,1,,
57450,B82y.00,carcinoma in situ of other specified sites of skin,,,,,,,,,,1,,
57316,BBr6600,[m]acute promyelocytic leukaemia,,,,,,,,,,1,,
43614,B30X.00,"malignant neoplasm/bones+articular cartilage/limb,unspfd",,,,,,,,,,1,,
34742,B23z.00,malignant neoplasm of pleura nos,,,,,,,,,,1,,
20635,BBr2011,[m]lymphatic leukaemia,,,,,,,,,,1,,
68824,B48y200,"malignant neoplasm, overlapping lesion male genital orgs",,,,,,,,,,1,,
36371,B225.00,malignant neoplasm of overlapping lesion of bronchus & lung,,,,,,,,,,1,,
113660,BBbJ.00,[m]spongioblastoma polare,,,,,,,,,,1,,
89657,B626z00,malignant mast cell tumour nos,,,,,,,,,,1,,
110990,BBC6z00,[m]androblastoma nos,,,,,,,,,,1,,
25535,B150.00,primary malignant neoplasm of liver,,,,,,,,,,1,,
57482,B311200,malignant neoplasm of connective and soft tissue of fore-arm,,,,,,,,,,1,,
62941,BBe2.00,[m]neurofibrosarcoma,,,,,,,,,,1,,
115698,BBr9400,[m]aleukaemic monocytic leukaemia,,,,,,,,,,1,,
70747,B564z00,secondary and unspec malig neop of inguinal and leg ln nos,,,,,,,,,,1,,
44805,B312100,malig neop of connective and soft tissue thigh and upper leg,,,,,,,,,,1,,
28148,B540.00,malignant neoplasm of adrenal gland,,,,,,,,,,1,,
62399,B332z00,malig neop skin of ear and external auricular canal nos,,,,,,,,,,1,,
61588,BB85000,[m]signet ring cell carcinoma,,,,,,,,,,1,,
104567,B7C2000,adenoma of prostate,,,,,,,,,,1,,
50696,B62y100,"malignant lymphoma nos of lymph nodes of head, face and neck",,,,,,,,,,1,,
29462,B4Az.00,malignant neoplasm of kidney or urinary organs nos,,,,,,,,,,1,,
105073,BBN2.00,"[m]synovial sarcoma, spindle cell type",,,,,,,,,,1,,
29735,B30..12,osteoma,,,,,,,,,,1,,
56709,B04y.00,malignant neoplasm of other sites of floor of mouth,,,,,,,,,,1,,
68332,ByuC600,[x]2ndry malignant neoplasm/oth+unspec parts/nervous system,,,,,,,,,,1,,
5179,B620.00,nodular lymphoma (brill - symmers disease),,,,,,,,,,1,,
6170,B590.11,carcinomatosis,,,,,,,,,,1,,
53591,B10y.00,malignant neoplasm of other specified part of oesophagus,,,,,,,,,,1,,
54120,B584.00,secondary malignant neoplasm of other part of nervous system,,,,,,,,,,1,,
66083,B57z.00,secondary malig neop of respiratory or digestive system nos,,,,,,,,,,1,,
40814,B307200,malignant neoplasm of tibia,,,,,,,,,,1,,
27811,B804000,carcinoma in situ of rectosigmoid junction,,,,,,,,,,1,,
66163,ByuC200,[x]2ndry+unspcf malignant neoplasm lymph nodes/multi regions,,,,,,,,,,1,,
2744,B40..00,"malignant neoplasm of uterus, part unspecified",,,,,,,,,,1,,
46423,B933.11,cystosarcoma phyllodes,,,,,,,,,,1,,
37473,BBbW.00,[m]cerebellar sarcoma nos,,,,,,,,,,1,,
114477,B630011,extramedullary plasmacytoma,,,,,,,,,,1,,
37540,B563000,secondary and unspec malig neop axillary lymph nodes,,,,,,,,,,1,,
64516,B18y400,malignant neoplasm of parietal peritoneum,,,,,,,,,,1,,
10134,BB29.00,[m]squamous cell carcinoma in situ nos,,,,,,,,,,1,,
97746,B61z800,hodgkin's disease nos of lymph nodes of multiple sites,,,,,,,,,,1,,
101198,4M70.00,clark melanoma level 1,,,,,,,,,,1,,
33344,B65z.00,myeloid leukaemia nos,,,,,,,,,,1,,
36321,ZV67B00,[v]folow-up exam aft unspec treatment for malignant neoplasm,,,,,,,,,,1,,
42426,B511.00,malignant neoplasm of frontal lobe,,,,,,,,,,1,,
16916,B803400,carcinoma in situ of caecum,,,,,,,,,,1,,
29170,BB51000,[m]adenocarcinoma in situ in villous adenoma,,,,,,,,,,1,,
97547,B551200,malignant neoplasm of intrathoracic site nos,,,,,,,,,,1,,
107878,B213200,malignant neoplasm of cuneiform cartilage,,,,,,,,,,1,,
39312,BBM8.00,[m]cystosarcoma phyllodes nos,,,,,,,,,,1,,
113479,B444.00,malignant neoplasm of round ligament,,,,,,,,,,1,,
24374,B0...11,"carcinoma of lip, oral cavity and pharynx",,,,,,,,,,1,,
18618,B335300,malignant neoplasm of skin of abdominal wall,,,,,,,,,,1,,
5842,B58..00,secondary malignant neoplasm of other specified sites,,,,,,,,,,1,,
22699,B803700,carcinoma in situ of splenic flexure of colon,,,,,,,,,,1,,
69844,BBF5.11,[m]round cell sarcoma,,,,,,,,,,1,,
26853,B340.00,malignant neoplasm of nipple and areola of female breast,,,,,,,,,,1,,
52190,B561900,secondary and unspec malig neop pulmonary lymph nodes,,,,,,,,,,1,,
95338,B613600,"hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes",,,,,,,,,,1,,
51255,B1zz.00,malignant neoplasm of digestive tract and peritoneum nos,,,,,,,,,,1,,
7697,B810800,carcinoma in situ of vocal fold - glottis,,,,,,,,,,1,,
26858,BB5C.00,[m]gastrinoma and carcinomas,,,,,,,,,,1,,
93951,B613500,"hodgkin's, lymphocytic-histiocytic pred inguinal and leg",,,,,,,,,,1,,
103066,BB3G.00,[m]pigmented basal cell carcinoma,,,,,,,,,,1,,
37165,B334000,malignant neoplasm of scalp,,,,,,,,,,1,,
43619,B334100,malignant neoplasm of skin of neck,,,,,,,,,,1,,
51873,B327100,malignant melanoma of thigh,,,,,,,,,,1,,
46159,B142000,malignant neoplasm of cloacogenic zone,,,,,,,,,,1,,
30511,B54..00,malig neop of other endocrine glands and related structures,,,,,,,,,,1,,
49292,Byu1300,[x]malignant neoplsm/ill-defin sites within digestive system,,,,,,,,,,1,,
43380,B81y600,carcinoma in situ of maxillary sinus,,,,,,,,,,1,,
19028,B630100,solitary myeloma,,,,,,,,,,1,,
51209,B325800,malignant melanoma of chest wall,,,,,,,,,,1,,
61467,BB5f300,"[m]follicular adenocarcinoma, trabecular type",,,,,,,,,,1,,
63460,B213000,malignant neoplasm of arytenoid cartilage,,,,,,,,,,1,,
98813,B500.00,"malig neop eyeball excl conjunctiva, cornea, retina, choroid",,,,,,,,,,1,,
8771,B170.00,malignant neoplasm of head of pancreas,,,,,,,,,,1,,
104484,B61C.00,other classical hodgkin lymphoma,,,,,,,,,,1,,
101988,B060100,malignant neoplasm of palatine tonsil,,,,,,,,,,1,,
104788,B654.00,acute myeloblastic leukaemia,,,,,,,,,,1,,
12427,BB9F.00,[m]lobular carcinoma nos,,,,,,,,,,1,,
59286,B4Ay000,malignant neoplasm of overlapping lesion of urinary organs,,,,,,,,,,1,,
49758,B0zy.00,"malignant neoplasm of other sites lip, oral cavity, pharynx",,,,,,,,,,1,,
72714,B621500,mycosis fungoides of lymph nodes of inguinal region and leg,,,,,,,,,,1,,
38883,B804z00,carcinoma in situ of rectum or rectosigmoid junction nos,,,,,,,,,,1,,
65216,BB49.00,[m]cloacogenic carcinoma,,,,,,,,,,1,,
98540,B808z00,carcinoma in situ of liver or biliary system nos,,,,,,,,,,1,,
113613,B613400,"hodgkin's, lymphocytic-histiocytic pred axilla and arm",,,,,,,,,,1,,
98009,BBrA312,[m]granulocytic sarcoma,,,,,,,,,,1,,
69720,B823100,carcinoma in situ of skin of eyebrow,,,,,,,,,,1,,
40292,B053.00,malignant neoplasm of soft palate,,,,,,,,,,1,,
10588,BBK0200,[m]leiomyosarcoma nos,,,,,,,,,,1,,
34269,BB69100,[m]sebaceous adenocarcinoma,,,,,,,,,,1,,
21590,B58y500,secondary malignant neoplasm of prostate,,,,,,,,,,1,,
65625,B324.00,malignant melanoma of scalp and neck,,,,,,,,,,1,,
67129,B560z00,secondary unspec malig neop lymph nodes head/face/neck nos,,,,,,,,,,1,,
3968,B34..00,malignant neoplasm of female breast,,,,,,,,,,1,,
91037,B06yz00,malignant neoplasm of other specified site of oropharynx nos,,,,,,,,,,1,,
65124,B151000,malignant neoplasm of interlobular bile ducts,,,,,,,,,,1,,
64596,BBK0700,[m]myxoid leiomyosarcoma,,,,,,,,,,1,,
99931,ZV10019,[v]personal history of malignant neoplasm of tongue,,,,,,,,,,1,,
45267,B55z.00,malignant neoplasm of other and ill defined site nos,,,,,,,,,,1,,
18503,4M00.00,gleason prostate grade 2-4 (low),,,,,,,,,,1,,
99155,B801000,carcinoma in situ of upper 1/3 oesophagus,,,,,,,,,,1,,
50292,Byu2500,"[x]malignant neoplasm of mediastinum, part unspecified",,,,,,,,,,1,,
86996,B501000,malignant neoplasm of connective tissue of orbit,,,,,,,,,,1,,
21156,B33z111,basal cell naevus syndrome,,,,,,,,,,1,,
16213,B572.00,secondary malignant neoplasm of pleura,,,,,,,,,,1,,
71238,B601100,"lymphosarcoma of lymph nodes of head, face and neck",,,,,,,,,,1,,
113632,B836100,carcinoma in situ of epididymis,,,,,,,,,,1,,
53460,B810200,carcinoma in situ of epiglottis,,,,,,,,,,1,,
62126,B510500,malignant neoplasm of thalamus,,,,,,,,,,1,,
39088,B514.00,malignant neoplasm of occipital lobe,,,,,,,,,,1,,
95378,B561200,secondary and unspec malig neop diaphragmatic lymph nodes,,,,,,,,,,1,,
42129,B800.12,carcinoma in situ of pharynx,,,,,,,,,,1,,
65207,BB80z00,[m]cystadenoma or carcinoma nos,,,,,,,,,,1,,
115177,B615700,"hodgkin's disease, mixed cellularity of spleen",,,,,,,,,,1,,
38931,B4y..00,malignant neoplasm of genitourinary organ os,,,,,,,,,,1,,
48231,B13y.00,malignant neoplasm of other specified sites of colon,,,,,,,,,,1,,
49714,B523.00,malignant neoplasm of spinal meninges,,,,,,,,,,1,,
61677,B562200,secondary and unspec malig neop inferior mesenteric ln,,,,,,,,,,1,,
73164,B808400,carcinoma in situ of cystic duct,,,,,,,,,,1,,
98408,B313z00,malig neop of connective and soft tissue of thorax nos,,,,,,,,,,1,,
111508,8OAQ.00,provision of written information about cancer,,,,,,,,,,1,,
114687,B004z00,"malignant neoplasm of lip, inner aspect nos",,,,,,,,,,1,,
35795,B174.00,malignant neoplasm of islets of langerhans,,,,,,,,,,1,,
99511,B574200,secondary malignant neoplasm of ileum,,,,,,,,,,1,,
115416,B602000,burkitt's lymphoma of unspecified site,,,,,,,,,,1,,
53629,B325200,malignant melanoma of buttock,,,,,,,,,,1,,
9156,BB1K.00,[m]oat cell carcinoma,,,,,,,,,,1,,
34926,B625.00,letterer-siwe disease,,,,,,,,,,1,,
5198,B583000,secondary malignant neoplasm of brain,,,,,,,,,,1,,
36161,B012.00,"malignant neoplasm of tongue, tip and lateral border",,,,,,,,,,1,,
92382,B308B00,malignant neoplasm of fourth metatarsal bone,,,,,,,,,,1,,
48952,BBc9z00,[m]retinoblastoma nos,,,,,,,,,,1,,
46789,B515000,malignant neoplasm of choroid plexus,,,,,,,,,,1,,
67575,A788W00,hiv disease resulting in unspecified malignant neoplasm,,,,,,,,,,1,,
28276,B675.00,acute myelofibrosis,,,,,,,,,,1,,
97463,BBF4.00,[m]giant cell sarcoma (except of bone),,,,,,,,,,1,,
104720,BBP3.11,[m]sarcomatoid mesothelioma,,,,,,,,,,1,,
68133,B323300,malignant melanoma of forehead,,,,,,,,,,1,,
36221,BB5Sz00,[m]respiratory tract adenoma or adenocarcinoma nos,,,,,,,,,,1,,
106915,B073100,malignant neoplasm of nasopharyngeal soft palate surface,,,,,,,,,,1,,
100083,B546.00,neuroblastoma,,,,,,,,,,1,,
24312,BB62.00,[m]apocrine adenoma and adenocarcinomas,,,,,,,,,,1,,
18608,B3...00,"malig neop of bone, connective tissue, skin and breast",,,,,,,,,,1,,
70104,B521z00,malignant neoplasm of cerebral meninges nos,,,,,,,,,,1,,
38918,B583100,secondary malignant neoplasm of spinal cord,,,,,,,,,,1,,
106569,B500200,malignant neoplasm of crystalline lens,,,,,,,,,,1,,
96494,BB5Tz00,[m]papillary adenoma or adenocarcinoma nos,,,,,,,,,,1,,
12480,BB9K000,[m]paget's disease and intraductal carcinoma of breast,,,,,,,,,,1,,
11075,8CL1.00,cancer diagnosis discussed with significant other,,,,,,,,,,1,,
94415,B623100,"malignant histiocytosis of lymph nodes head, face and neck",,,,,,,,,,1,,
92703,B560400,secondary and unspec malig neop deep parotid lymph nodes,,,,,,,,,,1,,
21659,BB5Bz00,[m]pancreatic adenoma or carcinoma nos,,,,,,,,,,1,,
36876,BB5V311,[m]eosinophil carcinoma,,,,,,,,,,1,,
57191,Byu8000,[x]malignant neoplasm/other specified male genital organs,,,,,,,,,,1,,
66270,B000000,"malignant neoplasm of upper lip, external",,,,,,,,,,1,,
51818,B550300,malignant neoplasm of jaw nos,,,,,,,,,,1,,
91843,B003100,"malignant neoplasm of lower lip, frenulum",,,,,,,,,,1,,
37354,BB5X100,[m]clear cell adenocarcinoma nos,,,,,,,,,,1,,
39522,BBV..00,[m]osteomas and osteosarcomas,,,,,,,,,,1,,
47899,B451000,malignant neoplasm of greater vestibular (bartholin's) gland,,,,,,,,,,1,,
103354,B308z00,malignant neoplasm of short bones of leg nos,,,,,,,,,,1,,
37461,B64y200,adult t-cell leukaemia,,,,,,,,,,1,,
31324,B626800,mast cell malignancy of lymph nodes of multiple sites,,,,,,,,,,1,,
70935,BBr4000,[m]erythroleukaemia,,,,,,,,,,1,,
37688,BBA2.00,[m]acinar cell carcinoma,,,,,,,,,,1,,
29975,B804100,carcinoma in situ of rectum,,,,,,,,,,1,,
73261,ByuFF00,"[x]melanoma in situ, unspecified",,,,,,,,,,1,,
109827,B329.00,malignant melanoma stage ib,,,,,,,,,,1,,
101086,B520z00,malignant neoplasm of cranial nerves nos,,,,,,,,,,1,,
46404,BBbS.00,[m]oligodendroblastoma,,,,,,,,,,1,,
12870,B221.00,malignant neoplasm of main bronchus,,,,,,,,,,1,,
61693,ByuD600,[x]other myeloid leukaemia,,,,,,,,,,1,,
19731,BB5N.11,[m]adenoma or or adenocarcinoma in polyposis coli,,,,,,,,,,1,,
44952,9Ok3.00,date cancer diagnosis received in primary care,,,,,,,,,,1,,
112718,B577000,secondary malignant neoplasm of liver intrahepatic bile duct,,,,,,,,,,1,,
64050,B81..00,carcinoma in situ of respiratory system,,,,,,,,,,1,,
2890,B430200,malignant neoplasm of endometrium of corpus uteri,,,,,,,,,,1,,
111289,B002000,"malignant neoplasm of upper lip, buccal aspect",,,,,,,,,,1,,
97628,ByuF600,[x]melanoma in situ of other sites,,,,,,,,,,1,,
46568,B826.00,carcinoma in situ of skin of upper limb and shoulder,,,,,,,,,,1,,
96379,B621400,mycosis fungoides of lymph nodes of axilla and upper limb,,,,,,,,,,1,,
108882,ByuH900,[x]neoplasm/uncertain+unknown behavior/other specified sites,,,,,,,,,,1,,
31188,B224.00,"malignant neoplasm of lower lobe, bronchus or lung",,,,,,,,,,1,,
15976,B552.00,malignant neoplasm of abdomen,,,,,,,,,,1,,
63331,B485.00,malignant neoplasm of spermatic cord,,,,,,,,,,1,,
42297,BBrz.00,[m]leukaemia nos,,,,,,,,,,1,,
34451,B31..00,malignant neoplasm of connective and other soft tissue,,,,,,,,,,1,,
113076,B180000,malignant neoplasm of periadrenal tissue,,,,,,,,,,1,,
21549,B627C00,follicular non-hodgkin's lymphoma,,,,,,,,,,1,,
4072,B680.00,acute leukaemia nos,,,,,,,,,,1,,
20982,BBE2.00,[m]nodular melanoma,,,,,,,,,,1,,
16202,B333400,malignant neoplasm of skin of nose (external),,,,,,,,,,1,,
47789,B823000,carcinoma in situ of skin of forehead skin,,,,,,,,,,1,,
70026,B574z00,secondary malig neop of small intestine or duodenum nos,,,,,,,,,,1,,
37306,ZV10415,[v]personal history of malignant neoplasm of prostate,,,,,,,,,,1,,
39875,BB5Nz00,[m]adenomatous or adenocarcinomatous polyps of the colon nos,,,,,,,,,,1,,
51237,B303z00,"malignant neoplasm of rib, sternum and clavicle nos",,,,,,,,,,1,,
112036,AyuC900,[x]hiv disease resulting in unspecified malignant neoplasm,,,,,,,,,,1,,
7830,B56..11,lymph node metastases,,,,,,,,,,1,,
99257,B324z00,malignant melanoma of scalp and neck nos,,,,,,,,,,1,,
64686,B340100,malignant neoplasm of areola of female breast,,,,,,,,,,1,,
100918,B073z00,malignant neoplasm of anterior wall of nasopharynx nos,,,,,,,,,,1,,
43151,Byu3300,"[x]malignant neoplasm/bone+articular cartilage, unspecified",,,,,,,,,,1,,
99797,BBX3.00,[m]malignant giant cell tumour of soft parts,,,,,,,,,,1,,
45307,B2...11,carcinoma of respiratory tract and intrathoracic organs,,,,,,,,,,1,,
47669,ZV10y14,[v]personal history of malignant neoplasm of skin,,,,,,,,,,1,,
99913,B510300,malignant neoplasm of globus pallidus,,,,,,,,,,1,,
8606,BB5j.00,[m]endometrioid adenomas and carcinomas,,,,,,,,,,1,,
95644,B241.00,malignant neoplasm of heart,,,,,,,,,,1,,
28451,B08z.00,malignant neoplasm of hypopharynx nos,,,,,,,,,,1,,
64918,B560000,secondary and unspec malig neop of superficial parotid ln,,,,,,,,,,1,,
22050,B691.00,chronic myelomonocytic leukaemia,,,,,,,,,,1,,
30747,B336.00,malignant neoplasm of skin of upper limb and shoulder,,,,,,,,,,1,,
63574,BBEC.00,[m]malignant melanoma in junctional naevus,,,,,,,,,,1,,
102205,B072z00,malignant neoplasm of lateral wall of nasopharynx nos,,,,,,,,,,1,,
49132,B517100,malignant neoplasm of medulla oblongata,,,,,,,,,,1,,
105613,B161300,malignant neoplasm of sphincter of oddi,,,,,,,,,,1,,
9267,B812.00,carcinoma in situ of bronchus and lung,,,,,,,,,,1,,
70300,9NX1.00,cancer supportive care worker,,,,,,,,,,1,,
51352,B592.00,malignant neoplasms of independent (primary) multiple sites,,,,,,,,,,1,,
111627,B64y411,prolymphocytic leukaemia of t-cell type,,,,,,,,,,1,,
104913,B311z00,malig neop connective soft tissue upper limb/shoulder nos,,,,,,,,,,1,,
35816,ZV10511,[v]personal history of malignant neoplasm of bladder,,,,,,,,,,1,,
49725,B64y.00,other lymphoid leukaemia,,,,,,,,,,1,,
62124,B561800,secondary and unspec malig neop bronchopulmonary lymph nodes,,,,,,,,,,1,,
71810,B304.00,malignant neoplasm of scapula and long bones of upper arm,,,,,,,,,,1,,
42082,BBK3700,[m]alveolar rhabdomyosarcoma,,,,,,,,,,1,,
50199,B563.00,secondary and unspec malig neop axilla and upper limb ln,,,,,,,,,,1,,
49605,B615.00,"hodgkin's disease, mixed cellularity",,,,,,,,,,1,,
106597,B61B.00,lymphocyte-rich classical hodgkin lymphoma,,,,,,,,,,1,,
55374,B215.00,malignant neoplasm of epiglottis nos,,,,,,,,,,1,,
24293,BB2B.00,"[m]squamous cell carcinoma, metastatic nos",,,,,,,,,,1,,
59718,B542z00,malig neop pituitary gland or craniopharyngeal duct nos,,,,,,,,,,1,,
66750,B24z.00,"malignant neoplasm of heart, thymus and mediastinum nos",,,,,,,,,,1,,
26034,B591.00,other malignant neoplasm nos,,,,,,,,,,1,,
94810,BBB4.00,[m]adenocarcinoma with spindle cell metaplasia,,,,,,,,,,1,,
106349,B61z.11,hodgkin lymphoma nos,,,,,,,,,,1,,
55659,B14y.00,"malig neop other site rectum, rectosigmoid junction and anus",,,,,,,,,,1,,
49814,B325000,malignant melanoma of axilla,,,,,,,,,,1,,
107017,B641011,chronic lymphocytic leukaemia of b-cell type,,,,,,,,,,1,,
14800,B11z.00,malignant neoplasm of stomach nos,,,,,,,,,,1,,
7941,BBW4.00,[m]chondrosarcoma nos,,,,,,,,,,1,,
113897,B011000,malignant neoplasm of anterior 2/3 of tongue dorsal surface,,,,,,,,,,1,,
111766,B620400,nodular lymphoma of lymph nodes of axilla and upper limb,,,,,,,,,,1,,
38961,B22y.00,malignant neoplasm of other sites of bronchus or lung,,,,,,,,,,1,,
101907,B182.00,overlapping malign lesion of retroperitoneum and peritoneum,,,,,,,,,,1,,
104862,B62E300,cutaneous t-cell lymphoma,,,,,,,,,,1,,
114429,B64y000,aleukaemic lymphoid leukaemia,,,,,,,,,,1,,
95559,B81yz00,carcinoma in situ of specified parts respiratory system nos,,,,,,,,,,1,,
113301,BB60z00,[m]skin appendage adenoma or carcinoma nos,,,,,,,,,,1,,
73992,B504.00,malignant neoplasm of cornea,,,,,,,,,,1,,
67342,BB5U100,[m]adenocarcinoma in villous adenoma,,,,,,,,,,1,,
1056,B5z..00,malignant neoplasm of other and unspecified site nos,,,,,,,,,,1,,
105944,BBK3300,[m]mixed cell rhabdomyosarcoma,,,,,,,,,,1,,
54305,B327200,malignant melanoma of knee,,,,,,,,,,1,,
36731,B331000,malignant neoplasm of canthus,,,,,,,,,,1,,
9237,B21z.00,malignant neoplasm of larynx nos,,,,,,,,,,1,,
57284,B826100,carcinoma in situ of skin of upper arm,,,,,,,,,,1,,
43122,B336000,malignant neoplasm of skin of shoulder,,,,,,,,,,1,,
116093,B808700,carcinoma in situ of sphincter of oddi,,,,,,,,,,1,,
49463,B310400,malignant neoplasm of tarsus of eyelid,,,,,,,,,,1,,
108715,B66..11,histiocytic leukaemia,,,,,,,,,,1,,
58837,BBF5.00,[m]small cell sarcoma,,,,,,,,,,1,,
105025,ByuDA00,"[x]oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue",,,,,,,,,,1,,
113528,B81y800,carcinoma in situ of frontal sinus,,,,,,,,,,1,,
19041,BB29.12,[m]intraepidermal carcinoma nos,,,,,,,,,,1,,
10726,B651.00,chronic myeloid leukaemia,,,,,,,,,,1,,
1624,BB2A.00,[m]squamous cell carcinoma nos,,,,,,,,,,1,,
1599,B4A0.00,malignant neoplasm of kidney parenchyma,,,,,,,,,,1,,
44061,BBEQ.00,[m]spindle cell melanoma nos,,,,,,,,,,1,,
92068,B620300,nodular lymphoma of intra-abdominal lymph nodes,,,,,,,,,,1,,
59004,B072.00,malignant neoplasm of lateral wall of nasopharynx,,,,,,,,,,1,,
91895,B064100,malignant neoplasm of glossoepiglottic fold,,,,,,,,,,1,,
110191,B62B.00,multifocal and unisystemic langerhans-cell histiocytosis,,,,,,,,,,1,,
59240,BB58.00,"[m]carcinoma, diffuse type",,,,,,,,,,1,,
8640,7G03J00,excision of melanoma,,,,,,,,,,1,,
45793,B430300,malignant neoplasm of myometrium of corpus uteri,,,,,,,,,,1,,
91900,B61z400,hodgkin's disease nos of lymph nodes of axilla and arm,,,,,,,,,,1,,
110838,B676.00,acute erythroid leukaemia,,,,,,,,,,1,,
97876,ByuG600,[x]ben lipomatous neoplsm/skin+subcut tissu/oth+unspcf sites,,,,,,,,,,1,,
4403,B577.11,liver metastases,,,,,,,,,,1,,
57671,B672.00,megakaryocytic leukaemia,,,,,,,,,,1,,
40437,B50y.00,malignant neoplasm of other specified site of eye,,,,,,,,,,1,,
35039,B163.00,"malignant neoplasm, overlapping lesion of biliary tract",,,,,,,,,,1,,
23936,ZV10411,[v]personal history of malignant neoplasm of cervix uteri,,,,,,,,,,1,,
51921,B306200,malignant neoplasm of pubis,,,,,,,,,,1,,
25602,B326400,malignant melanoma of finger,,,,,,,,,,1,,
13574,BB36.00,[m]metatypical carcinoma,,,,,,,,,,1,,
11035,B593.00,primary malignant neoplasm of unknown site,,,,,,,,,,1,,
59251,BBM9.00,"[m]cystosarcoma phyllodes, malignant",,,,,,,,,,1,,
45222,B343.00,malignant neoplasm of lower-inner quadrant of female breast,,,,,,,,,,1,,
25245,B336400,malignant neoplasm of skin of finger,,,,,,,,,,1,,
9575,BBbL.11,[m]glioblastoma multiforme,,,,,,,,,,1,,
57422,BB5Vz00,[m]pituitary adenoma or carcinoma nos,,,,,,,,,,1,,
56490,B52z.00,malignant neoplasm of nervous system nos,,,,,,,,,,1,,
40592,Byu5.00,[x]malignant neoplasm of mesothelial and soft tissue,,,,,,,,,,1,,
63105,B62y500,malignant lymphoma nos of lymph node inguinal region and leg,,,,,,,,,,1,,
7046,B43..00,malignant neoplasm of body of uterus,,,,,,,,,,1,,
48537,B17y.00,malignant neoplasm of other specified sites of pancreas,,,,,,,,,,1,,
72277,BB5V700,[m]basophil carcinoma,,,,,,,,,,1,,
65165,ByuD900,[x]other leukaemia of unspecified cell type,,,,,,,,,,1,,
28941,BBQ3.00,[m]embryonal carcinoma nos,,,,,,,,,,1,,
108424,B663.00,acute monoblastic leukaemia,,,,,,,,,,1,,
62437,B62x400,malignant reticulosis,,,,,,,,,,1,,
61103,B823300,carcinoma in situ of skin of cheek,,,,,,,,,,1,,
108866,4M74.00,clark melanoma level 5,,,,,,,,,,1,,
37969,B335100,"malignant neoplasm of skin of chest, excluding breast",,,,,,,,,,1,,
109342,B62z600,unspec malig neop lymphoid/histiocytic of intrapelvic nodes,,,,,,,,,,1,,
59919,BB32.00,[m]multicentric basal cell carcinoma,,,,,,,,,,1,,
8088,BBG3.00,[m]fibromyxosarcoma,,,,,,,,,,1,,
28059,B560600,secondary and unspec malig neop of facial lymph nodes,,,,,,,,,,1,,
100615,B626500,mast cell malignancy of lymph nodes inguinal region and leg,,,,,,,,,,1,,
59036,B300.00,malignant neoplasm of bones of skull and face,,,,,,,,,,1,,
70696,B02y.00,malignant neoplasm of other major salivary glands,,,,,,,,,,1,,
43400,B03..00,malignant neoplasm of gum,,,,,,,,,,1,,
9366,BB13.11,[m]secondary carcinoma,,,,,,,,,,1,,
71497,BB5W100,[m]oxyphilic adenocarcinoma,,,,,,,,,,1,,
10283,B01..00,malignant neoplasm of tongue,,,,,,,,,,1,,
58124,B8y0.00,carcinoma in situ of eye,,,,,,,,,,1,,
96280,4M72.00,clark melanoma level 3,,,,,,,,,,1,,
69146,B300z00,malignant neoplasm of bones of skull and face nos,,,,,,,,,,1,,
19389,B3y..00,"malig neop of bone, connective tissue, skin and breast os",,,,,,,,,,1,,
72224,B1z1100,fibrosarcoma of spleen,,,,,,,,,,1,,
73439,B064z00,malignant neoplasm of anterior epiglottis nos,,,,,,,,,,1,,
43390,B12z.00,malignant neoplasm of small intestine nos,,,,,,,,,,1,,
105559,B62E100,"anaplastic large cell lymphoma, alk-positive",,,,,,,,,,1,,
15868,B335z00,"malignant neoplasm of skin of trunk, excluding scrotum, nos",,,,,,,,,,1,,
5915,BBrA400,[m]hairy cell leukaemia,,,,,,,,,,1,,
71204,B200000,malignant neoplasm of cartilage of nose,,,,,,,,,,1,,
54632,B321.00,malignant melanoma of eyelid including canthus,,,,,,,,,,1,,
19437,B30z000,osteosarcoma,,,,,,,,,,1,,
61662,B61z000,"hodgkin's disease nos, unspecified site",,,,,,,,,,1,,
67703,B616.00,"hodgkin's disease, lymphocytic depletion",,,,,,,,,,1,,
47018,677K.00,cancer home care pack given,,,,,,,,,,1,,
13252,B4...00,malignant neoplasm of genitourinary organ,,,,,,,,,,1,,
50858,B674.00,acute panmyelosis,,,,,,,,,,1,,
105889,B628000,follicular lymphoma grade 1,,,,,,,,,,1,,
105203,B620200,nodular lymphoma of intrathoracic lymph nodes,,,,,,,,,,1,,
49701,B302z00,malignant neoplasm of vertebral column nos,,,,,,,,,,1,,
