prodcodeid,bnfchapter,termfromemis,drugsubstancename,productname,bb,ace,arb,arnie,mra,sglti,loop
"2194041000033112","","autopen classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units (owen mumford ltd)","","autopen classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units",,,,,,,
"5733341000033113","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"926541000033117","","monotard mc insulin zinc susp bp nova  injection  100 units/1 ml","","",,,,,,,
"5733541000033118","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge",,,,,,,
"5733741000033114","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"1621341000033115","","isophane insulin (human pyr)  preloaded pen  100 units/ml","","",,,,,,,
"5734141000033113","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge",,,,,,,
"5734241000033118","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge",,,,,,,
"4941641000033116","","simvador 80mg tablets (dexcel-pharma ltd)","simvastatin","simvador 80mg tablets",,,,,,,
"5820041000033115","","clikstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units silver (sanofi)","","clikstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units",,,,,,,
"10600641000033118","","abasaglar 100units/ml solution for injection 3ml cartridges (eli lilly and company ltd)","insulin glargine","abasaglar 100units/ml solution for injection 3ml cartridges",,,,,,,
"8281441000033112","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge",,,,,,,
"2798841000033115","6010102","insulin glargine 100units/ml solution for injection 10ml vials","insulin glargine","insulin glargine 100units/ml solution for injection 10ml vials",,,,,,,
"12518941000033113","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (owen mumford ltd)","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge",,,,,,,
"725841000033118","","humulin lente 100units/ml suspension for injection 10ml vials (eli lilly and company ltd)","insulin zinc suspension mixed human","humulin lente 100units/ml suspension for injection 10ml vials",,,,,,,
"8622341000033118","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (glucorx ltd)","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"11813541000033114","","microdot verifine safety  needles for insulin pens  5 mm/30 gauge","","",,,,,,,
"13908241000033119","","klinion soft fine plus pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (h & r healthcare ltd)","","klinion soft fine plus pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"6066441000033118","2080200","warfarin 1mg/ml oral suspension sugar free","warfarin sodium","warfarin 1mg/ml oral suspension sugar free",,,,,,,
"5403541000033118","","humalog mix25 100units/ml suspension for injection 10ml vials (eli lilly and company ltd)","insulin lispro/ insulin lispro protamine","humalog mix25 100units/ml suspension for injection 10ml vials",,,,,,,
"12902541000033110","","suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled solostar pens (sanofi)","insulin glargine/ lixisenatide","suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled solostar pens",,,,,,,
"1615941000033113","","humulin i 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd)","insulin isophane human","humulin i 100units/ml suspension for injection 3ml cartridges",,,,,,,
"13908341000033112","","klinion soft fine plus pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (h & r healthcare ltd)","","klinion soft fine plus pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge",,,,,,,
"5711041000033117","2120000","pravastatin 40mg/5ml oral suspension","pravastatin sodium","pravastatin 40mg/5ml oral suspension",,,,,,,
"3345641000033114","6010101","insulin glulisine 100units/ml solution for injection 10ml vials","insulin glulisine","insulin glulisine 100units/ml solution for injection 10ml vials",,,,,,,
"564641000033113","2120000","fenofibrate micronised 67mg capsules","fenofibrate micronised","fenofibrate micronised 67mg capsules",,,,,,,
"10982941000033114","","haemofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (htl-strefa s.a.)","","haemofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge",,,,,,,
"723241000033118","","humalog 100units/ml solution for injection 10ml vials (eli lilly and company ltd)","insulin lispro","humalog 100units/ml solution for injection 10ml vials",,,,,,,
"10617841000033118","2120000","evolocumab 140mg/1ml solution for injection pre-filled syringes","evolocumab","evolocumab 140mg/1ml solution for injection pre-filled syringes",,,,,,,
"82841000033117","4070100","aspirin 300mg dispersible tablets","aspirin","aspirin 300mg dispersible tablets",,,,,,,
"3292641000033119","2120000","simvastatin 80mg / ezetimibe 10mg tablets","","",,,,,,,
"8056441000033116","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge (ypsomed ltd)","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge",,,,,,,
"1111941000033111","","prozac 60mg capsules (eli lilly and company ltd)","fluoxetine hydrochloride","prozac 60mg capsules",,,,,,,
"2158541000033117","","insuman comb 15 100units/ml suspension for injection 3ml cartridges (sanofi)","insulin isophane human/ insulin soluble human","insuman comb 15 100units/ml suspension for injection 3ml cartridges",,,,,,,
"2724741000033111","","novomix 30 penfill 100units/ml suspension for injection 3ml cartridges (novo nordisk ltd)","insulin aspart/ insulin aspart protamine","novomix 30 penfill 100units/ml suspension for injection 3ml cartridges",,,,,,,
"901141000033114","","medigoxin  tablets  100 micrograms","","",,,,,,,
"5911541000033119","","humulin i kwikpen 100units/ml suspension for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin isophane human","humulin i kwikpen 100units/ml suspension for injection 3ml pre-filled pens",,,,,,,
"84441000033114","4070100","aspirin 300mg modified-release tablets","aspirin","aspirin 300mg modified-release tablets",,,,,,,
"3928941000033119","","cipralex 10mg/ml oral drops (lundbeck ltd)","escitalopram oxalate","cipralex 10mg/ml oral drops",,,,,,,
"5968741000033115","6010201","glibenclamide 5mg/5ml oral solution","glibenclamide","glibenclamide 5mg/5ml oral solution",,,,,,,
"4957741000033118","","bolamyn sr 500mg tablets (teva uk ltd)","metformin hydrochloride","bolamyn sr 500mg tablets",,,,,,,
"10493741000033119","2080200","edoxaban 60mg tablets","edoxaban tosilate","edoxaban 60mg tablets",,,,,,,
"12389241000033111","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (glucorx ltd)","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"2261041000033114","2120000","atorvastatin 80mg tablets","atorvastatin calcium trihydrate","atorvastatin 80mg tablets",,,,,,,
"12641000033116","","acetohexamide  tablets  500 mg","","",,,,,,,
"84941000033116","","aspirin  e/c tablets  324 mg","","",,,,,,,
"3277741000033118","6010101","insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices","insulin aspart","insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"12519841000033111","","carefine  needles for insulin pens  4 mm/32 gauge","","",,,,,,,
"645241000033113","","glucobay 100mg tablets (bayer plc)","acarbose","glucobay 100mg tablets",,,,,,,
"4258641000033112","","apidra 100units/ml solution for injection 3ml pre-filled solostar pens (sanofi)","insulin glulisine","apidra 100units/ml solution for injection 3ml pre-filled solostar pens",,,,,,,
"810941000033114","","lanoxin 500micrograms/2ml solution for infusion ampoules (aspen pharma trading ltd)","digoxin","lanoxin 500micrograms/2ml solution for infusion ampoules",,,,,,,
"1240841000033115","","sabre disposable  insulin syringe  1 ml","","",,,,,,,
"2602041000033119","","oxactin 20mg capsules (discovery pharmaceuticals)","fluoxetine hydrochloride","oxactin 20mg capsules",,,,,,,
"6463141000033112","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge (ypsomed ltd)","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge",,,,,,,
"819941000033119","","lescol 20mg capsules (novartis pharmaceuticals uk ltd)","fluvastatin sodium","lescol 20mg capsules",,,,,,,
"14021741000033118","2120000","atorvastatin 20mg/5ml oral suspension sugar free","atorvastatin calcium trihydrate","atorvastatin 20mg/5ml oral suspension sugar free",,,,,,,
"444941000033119","","disposable  insulin syringe with needle  0.5 ml","","",,,,,,,
"2891941000033117","","crestor 20mg tablets (astrazeneca uk ltd)","rosuvastatin calcium","crestor 20mg tablets",,,,,,,
"8298241000033118","","laaglyda mr 60mg tablets (krka uk ltd)","gliclazide","laaglyda mr 60mg tablets",,,,,,,
"4500441000033114","","pradaxa 75mg capsules (boehringer ingelheim ltd)","dabigatran etexilate mesilate","pradaxa 75mg capsules",,,,,,,
"12573841000033119","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (nipro diagnostics (uk) ltd)","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"12900941000033117","4030300","sertraline 25mg/5ml oral suspension","sertraline hydrochloride","sertraline 25mg/5ml oral suspension",,,,,,,
"8622841000033110","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (glucorx ltd)","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"4549241000033113","","glucophage sr 750mg tablets (merck serono ltd)","metformin hydrochloride","glucophage sr 750mg tablets",,,,,,,
"7685041000033113","","clickfine  needles for insulin pens  10 mm/29 gauge","","",,,,,,,
"3136941000033116","6010102","insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices","insulin detemir","insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"6029841000033115","","metabet sr 500mg tablets (morningside healthcare ltd)","metformin hydrochloride","metabet sr 500mg tablets",,,,,,,
"13427641000033114","","bydureon bcise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens (astrazeneca uk ltd)","exenatide","bydureon bcise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens",,,,,,,
"2954541000033114","","mixtard 50 penfill 100units/ml suspension for injection 3ml cartridges (novo nordisk ltd)","insulin isophane human/ insulin soluble human","mixtard 50 penfill 100units/ml suspension for injection 3ml cartridges",,,,,,,
"8263941000033117","6010102","insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices","insulin degludec","insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"5131241000033110","6010203","liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices","liraglutide","liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"1531841000033117","2080200","warfarin 5mg tablets","warfarin sodium","warfarin 5mg tablets",,,,,,,
"8839341000033116","","glidipion 30mg tablets (actavis uk ltd)","pioglitazone hydrochloride","glidipion 30mg tablets",,,,,,,
"13604841000033112","","lyumjev kwikpen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro","lyumjev kwikpen 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"8264341000033118","6010102","insulin degludec 100units/ml solution for injection 3ml cartridges","insulin degludec","insulin degludec 100units/ml solution for injection 3ml cartridges",,,,,,,
"448041000033112","","digoxin  injection  500 micrograms/1 ml","","",,,,,,,
"1659941000033116","","novonorm 500microgram tablets (novo nordisk ltd)","repaglinide","novonorm 500microgram tablets",,,,,,,
"6490941000033119","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge",,,,,,,
"6389641000033111","","insuman basal 100units/ml suspension for injection 3ml pre-filled solostar pens (sanofi)","insulin isophane human","insuman basal 100units/ml suspension for injection 3ml pre-filled solostar pens",,,,,,,
"6391141000033118","","enyglid 0.5mg tablets (krka uk ltd)","repaglinide","enyglid 0.5mg tablets",,,,,,,
"1365441000033112","","soluble aspirin paediatric  tablets  75 mg","","",,,,,,,
"6391341000033115","","enyglid 2mg tablets (krka uk ltd)","repaglinide","enyglid 2mg tablets",,,,,,,
"8954241000033119","","microdot droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (cambridge sensors ltd)","","microdot droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"71241000033119","","angettes 75 tablets (bristol-myers squibb pharmaceuticals ltd)","aspirin","angettes 75 tablets",,,,,,,
"5007841000033118","","glucophage 500mg oral powder sachets (merck serono ltd)","metformin hydrochloride","glucophage 500mg oral powder sachets",,,,,,,
"462141000033115","","diabetamide 5mg tablets (ashbourne pharmaceuticals ltd)","glibenclamide","diabetamide 5mg tablets",,,,,,,
"4043341000033119","","aspirin  powder sachets lactose free  75 mg","","",,,,,,,
"1717141000033113","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge (becton, dickinson uk ltd)","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge",,,,,,,
"4452641000033110","","eucreas 50mg/850mg tablets (novartis pharmaceuticals uk ltd)","metformin hydrochloride/ vildagliptin","eucreas 50mg/850mg tablets",,,,,,,
"10983041000033116","","haemofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (htl-strefa s.a.)","","haemofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"1480741000033119","","u100 insulin sterile, single use  syringes with 12mm needle  0.3 ml, 0.4 mm/27g","","",,,,,,,
"1130141000033111","2120000","pravastatin 10mg tablets","pravastatin sodium","pravastatin 10mg tablets",,,,,,,
"3141041000033110","","ranzolont 40mg tablets (ranbaxy (uk) ltd)","simvastatin","ranzolont 40mg tablets",,,,,,,
"11755441000033119","","paroxetine 40mg tablets","","",,,,,,,
"13906641000033115","","klinion soft fine plus pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (h & r healthcare ltd)","","klinion soft fine plus pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"445041000033119","","disposable  insulin syringe with needle  1 ml","","",,,,,,,
"2034641000033119","","insuman rapid 100units/ml solution for injection 3ml cartridges (sanofi)","insulin soluble human","insuman rapid 100units/ml solution for injection 3ml cartridges",,,,,,,
"10598941000033117","","glucient sr 1000mg tablets (consilient health ltd)","metformin hydrochloride","glucient sr 1000mg tablets",,,,,,,
"4387541000033110","2010100","digoxin 100micrograms/1ml solution for injection ampoules","digoxin","digoxin 100micrograms/1ml solution for injection ampoules",,,,,,,
"779841000033117","","isophane insulin  injection  100 units/ml","","",,,,,,,
"2719341000033116","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (owen mumford ltd)","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"3994041000033117","","prandin 1mg tablets (novo nordisk ltd)","repaglinide","prandin 1mg tablets",,,,,,,
"5888541000033119","2120000","simvastatin 40mg/5ml oral solution","simvastatin","simvastatin 40mg/5ml oral solution",,,,,,,
"13600941000033112","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (spirit healthcare ltd)","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"85741000033118","","aspirin e/c  tablets  300 mg","","",,,,,,,
"2147741000033111","","avandia 4mg tablets (glaxosmithkline uk ltd)","rosiglitazone maleate","avandia 4mg tablets",,,,,,,
"6535541000033119","","unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (owen mumford ltd)","","unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"8242741000033116","","komboglyze 2.5mg/850mg tablets (astrazeneca uk ltd)","metformin hydrochloride/ saxagliptin hydrochloride","komboglyze 2.5mg/850mg tablets",,,,,,,
"12600841000033114","","insulin lispro sanofi 100units/ml solution for injection 3ml cartridges (sanofi)","insulin lispro","insulin lispro sanofi 100units/ml solution for injection 3ml cartridges",,,,,,,
"11737041000033116","","neon verifine ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (neon diagnostics ltd)","","neon verifine ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"12380741000033111","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"2743041000033112","","autopen special edition hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (owen mumford ltd)","","autopen special edition hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units",,,,,,,
"2749641000033115","","cipralex 10mg tablets (lundbeck ltd)","escitalopram oxalate","cipralex 10mg tablets",,,,,,,
"2290041000033115","2120000","cerivastatin 800microgram tablets","cerivastatin sodium","cerivastatin 800microgram tablets",,,,,,,
"14115141000033116","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (neon diagnostics ltd)","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"1862541000033115","2120000","fenofibrate micronised 267mg capsules","fenofibrate micronised","fenofibrate micronised 267mg capsules",,,,,,,
"13911941000033116","","admelog 100units/ml solution for injection 3ml cartridges (sanofi)","insulin lispro","admelog 100units/ml solution for injection 3ml cartridges",,,,,,,
"1703841000033112","21010900","hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge","","hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge",,,,,,,
"12419841000033117","","bd viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (becton, dickinson uk ltd)","","bd viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"1616041000033115","","humulin s 100units/ml solution for injection 3ml cartridges (eli lilly and company ltd)","insulin soluble human","humulin s 100units/ml solution for injection 3ml cartridges",,,,,,,
"2191041000033110","","actos 30mg tablets (neon healthcare ltd)","pioglitazone hydrochloride","actos 30mg tablets",,,,,,,
"5905241000033116","","ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (arctic medical ltd)","","ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"2916941000033119","","hypurin bovine neutral 100units/ml solution for injection 3ml cartridges (wockhardt uk ltd)","insulin soluble bovine","hypurin bovine neutral 100units/ml solution for injection 3ml cartridges",,,,,,,
"8880841000033110","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (ypsomed ltd)","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge",,,,,,,
"11781341000033117","6010202","metformin 1g/5ml oral solution sugar free","metformin hydrochloride","metformin 1g/5ml oral solution sugar free",,,,,,,
"1844541000033119","","bd micro-fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (becton, dickinson uk ltd)","","bd micro-fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"1415541000033116","","terumo  disposable insulin syringe  0.5 ml","","",,,,,,,
"2066241000033118","2120000","simvastatin 80mg tablets","","",,,,,,,
"3934441000033118","","codis 500 dispersible tablets (reckitt benckiser healthcare (uk) ltd)","aspirin/ codeine phosphate","codis 500 dispersible tablets",,,,,,,
"266641000033113","","clinipak  disposable insulin syringe with needle  0.5 ml, 30g","","",,,,,,,
"5897741000033110","2120000","atorvastatin 10mg/5ml oral suspension","atorvastatin calcium trihydrate","atorvastatin 10mg/5ml oral suspension",,,,,,,
"14219541000033113","6010203","sitagliptin 125mg/5ml oral solution sugar free","sitagliptin hydrochloride","sitagliptin 125mg/5ml oral solution sugar free",,,,,,,
"3162041000033113","2060100","aspirin 75mg / isosorbide mononitrate 60mg modified-release tablets","aspirin/ isosorbide mononitrate","aspirin 75mg / isosorbide mononitrate 60mg modified-release tablets",,,,,,,
"5440641000033119","","humapen luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units champagne (eli lilly and company ltd)","","humapen luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"12573641000033115","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (nipro diagnostics (uk) ltd)","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge",,,,,,,
"8242541000033112","6010203","saxagliptin 2.5mg / metformin 850mg tablets","metformin hydrochloride/ saxagliptin hydrochloride","saxagliptin 2.5mg / metformin 850mg tablets",,,,,,,
"2953241000033110","","insulatard 100units/ml suspension for injection 10ml vials (novo nordisk ltd)","insulin isophane human","insulatard 100units/ml suspension for injection 10ml vials",,,,,,,
"836741000033119","","lipobay 200microgram tablets (bayer plc)","cerivastatin sodium","lipobay 200microgram tablets",,,,,,,
"13861041000033110","2120000","rosuvastatin 40mg capsules","rosuvastatin calcium","rosuvastatin 40mg capsules",,,,,,,
"8243941000033112","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (spirit healthcare ltd)","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"8281841000033110","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.3mm/30gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.3mm/30gauge",,,,,,,
"14008641000033114","","novopen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units blue (novo nordisk ltd)","","novopen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"8267441000033116","6010203","lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices","lixisenatide","lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"12486541000033113","13050200","cholesterol 2% / simvastatin 2% cream","cholesterol/ simvastatin","cholesterol 2% / simvastatin 2% cream",,,,,,,
"12902741000033119","6010102","insulin glargine 100units/ml / lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices","insulin glargine/ lixisenatide","insulin glargine 100units/ml / lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"9120641000033112","4030300","fluoxetine 20mg dispersible tablets sugar free","fluoxetine hydrochloride","fluoxetine 20mg dispersible tablets sugar free",,,,,,,
"6469141000033114","","lipitor 20mg chewable tablets (viatris uk healthcare ltd)","atorvastatin calcium trihydrate","lipitor 20mg chewable tablets",,,,,,,
"5007941000033114","","glucophage 1000mg oral powder sachets (merck serono ltd)","metformin hydrochloride","glucophage 1000mg oral powder sachets",,,,,,,
"2189141000033114","","lescol xl 80mg tablets (novartis pharmaceuticals uk ltd)","fluvastatin sodium","lescol xl 80mg tablets",,,,,,,
"814741000033116","","lanoxin pg 62.5microgram tablets (aspen pharma trading ltd)","digoxin","lanoxin pg 62.5microgram tablets",,,,,,,
"8264241000033111","","tresiba flextouch 200units/ml solution for injection 3ml pre-filled pens (novo nordisk ltd)","insulin degludec","tresiba flextouch 200units/ml solution for injection 3ml pre-filled pens",,,,,,,
"962241000033112","","neutral insulin (evans)  injection  100 units/ml","","",,,,,,,
"8264441000033112","","tresiba penfill 100units/ml solution for injection 3ml cartridges (novo nordisk ltd)","insulin degludec","tresiba penfill 100units/ml solution for injection 3ml cartridges",,,,,,,
"2891841000033113","","crestor 10mg tablets (astrazeneca uk ltd)","rosuvastatin calcium","crestor 10mg tablets",,,,,,,
"4148341000033116","4030300","sertraline 50mg/5ml oral suspension","sertraline hydrochloride","sertraline 50mg/5ml oral suspension",,,,,,,
"8244341000033111","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (spirit healthcare ltd)","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge",,,,,,,
"1819641000033114","2080200","warfarin 500microgram tablets","warfarin sodium","warfarin 500microgram tablets",,,,,,,
"1616341000033118","","humulin m3 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd)","insulin isophane human/ insulin soluble human","humulin m3 100units/ml suspension for injection 3ml cartridges",,,,,,,
"8268441000033115","6010203","lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices","","lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"1621141000033118","","isophane insulin (human pyr)  penfill cartridges (1.5 ml)  100 units/ml","","",,,,,,,
"8280641000033118","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.33mm/29gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.33mm/29gauge",,,,,,,
"8056641000033119","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge (ypsomed ltd)","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge",,,,,,,
"10493641000033111","2080200","edoxaban 30mg tablets","edoxaban tosilate","edoxaban 30mg tablets",,,,,,,
"8281241000033111","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge",,,,,,,
"735441000033119","","hypurin porcine neutral 100units/ml solution for injection 10ml vials (wockhardt uk ltd)","insulin soluble porcine","hypurin porcine neutral 100units/ml solution for injection 10ml vials",,,,,,,
"741441000033115","","hypodermic insulin  syringe  ","","",,,,,,,
"6526041000033117","","glizofar 30mg tablets (arrow generics ltd)","pioglitazone hydrochloride","glizofar 30mg tablets",,,,,,,
"1703741000033119","","u100 insulin sterile, single use  syringes with 12mm needle  1 ml, 0.45 mm/26g","","",,,,,,,
"13601541000033112","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (spirit healthcare ltd)","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"8056341000033110","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (ypsomed ltd)","","mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge",,,,,,,
